standard_inchi_key	organism_name	taxon_id	organism_wikidata	reference_doi	structure_wikidata
AABWXKZJSNWRSH-URPQZBFOSA-N	Pyricularia oryzae	NCBITaxon:1274781	http://www.wikidata.org/entity/Q80973031	10.1080/00021369.1988.10869040	http://www.wikidata.org/entity/Q104907810
AABWXKZJSNWRSH-URPQZBFOSA-N	Pyricularia grisea	NCBITaxon:148305	http://www.wikidata.org/entity/Q21398162	10.1080/00021369.1988.10869040	http://www.wikidata.org/entity/Q104907810
AABWXKZJSNWRSH-URPQZBFOSA-N	Magnaporthe grisea	NCBITaxon:148305	http://www.wikidata.org/entity/Q2697099	10.1080/00021369.1988.10869040	http://www.wikidata.org/entity/Q104907810
AABWXKZJSNWRSH-URPQZBFOSA-N	Kali collinum	NCBITaxon:2116407	http://www.wikidata.org/entity/Q1652109	10.1007/S10600-011-9896-2	http://www.wikidata.org/entity/Q104907810
AABWXKZJSNWRSH-URPQZBFOSA-N	Penicillium crustosum	NCBITaxon:36656	http://www.wikidata.org/entity/Q7162859	10.1021/JACS.9B00110	http://www.wikidata.org/entity/Q104907810
AABWXKZJSNWRSH-URPQZBFOSA-N	Chaetomium	NCBITaxon:5149	http://www.wikidata.org/entity/Q3665729	10.1042/BJ0302194	http://www.wikidata.org/entity/Q104907810
AABWXKZJSNWRSH-URPQZBFOSA-N	Salsola collina	NCBITaxon:525237	http://www.wikidata.org/entity/Q15226213	10.1007/S10600-011-9896-2	http://www.wikidata.org/entity/Q104907810
AABWXKZJSNWRSH-URPQZBFOSA-N	Penicillium solitum	NCBITaxon:60172	http://www.wikidata.org/entity/Q15020954	10.1021/JACS.9B00110	http://www.wikidata.org/entity/Q104907810
AABZZWPMCAZHFC-UHFFFAOYSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.1073/PNAS.1110435108	http://www.wikidata.org/entity/Q75064540
AABZZWPMCAZHFC-UHFFFAOYSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.7164/ANTIBIOTICS.48.1304	http://www.wikidata.org/entity/Q75064540
AAGAYZNADYXWIQ-ATACATFBSA-N	Nostoc	NCBITaxon:1177	http://www.wikidata.org/entity/Q311257	10.1021/NP100352E	http://www.wikidata.org/entity/Q104907883
AAGAYZNADYXWIQ-ATACATFBSA-N	Cylindrospermum licheniforme	NCBITaxon:184932	http://www.wikidata.org/entity/Q67343879	10.1002/CHIN.199233298	http://www.wikidata.org/entity/Q104907883
AAGAYZNADYXWIQ-ATACATFBSA-N	Cylindrospermum licheniforme	NCBITaxon:184932	http://www.wikidata.org/entity/Q67343879	10.1016/S0040-4020(01)92244-6	http://www.wikidata.org/entity/Q104907883
AASPEXAITKEFPE-SEMUBUJISA-N	Streptomyces lividans	NCBITaxon:1916	http://www.wikidata.org/entity/Q68792845	10.1128/AEM.00668-10	http://www.wikidata.org/entity/Q83029444
AASPEXAITKEFPE-SEMUBUJISA-N	Streptomyces anthocyanicus	NCBITaxon:68174	http://www.wikidata.org/entity/Q22286907	10.1128/AEM.00668-10	http://www.wikidata.org/entity/Q83029444
AAUIGWGEXJDWSV-BJGZLQLRSA-N	Micromonospora	NCBITaxon:1873	http://www.wikidata.org/entity/Q3061522	10.1021/JACS.9B10086	http://www.wikidata.org/entity/Q113958936
ABHHIGWFFMCQOC-UHFFFAOYSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.1021/NP040220G	http://www.wikidata.org/entity/Q77625048
ABHHIGWFFMCQOC-UHFFFAOYSA-N	Streptomyces lividans	NCBITaxon:1916	http://www.wikidata.org/entity/Q68792845	10.1021/NP040220G	http://www.wikidata.org/entity/Q77625048
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.1002/CHIN.200412276	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces corchorusii	NCBITaxon:1903	http://www.wikidata.org/entity/Q22287124	10.1134/S1068162006030125	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces olivaceoviridis	NCBITaxon:1921	http://www.wikidata.org/entity/Q26291557	10.1134/S1068162006030125	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces vinaceus	NCBITaxon:1960	http://www.wikidata.org/entity/Q26293236	10.1002/JLAC.198319830509	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces griseoincarnatus	NCBITaxon:29305	http://www.wikidata.org/entity/Q22285765	10.7164/ANTIBIOTICS.38.113	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces griseoflavus	NCBITaxon:35619	http://www.wikidata.org/entity/Q22285749	10.1002/JLAC.198319830509	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces aurantiacus	NCBITaxon:47760	http://www.wikidata.org/entity/Q22286964	10.1007/S12275-011-1260-5	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces aurantiacus	NCBITaxon:47760	http://www.wikidata.org/entity/Q22286964	10.1016/J.SAA.2011.12.072	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces canus	NCBITaxon:58343	http://www.wikidata.org/entity/Q22287058	10.1021/JF305210U	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces resistomycificus	NCBITaxon:67356	http://www.wikidata.org/entity/Q26292165	10.1002/JLAC.198319830509	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces resistomycificus	NCBITaxon:67356	http://www.wikidata.org/entity/Q26292165	10.1007/S13205-018-1304-1	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces resistomycificus	NCBITaxon:67356	http://www.wikidata.org/entity/Q26292165	10.1016/J.FEBSLET.2009.07.061	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces resistomycificus	NCBITaxon:67356	http://www.wikidata.org/entity/Q26292165	10.1016/J.SAA.2011.12.072	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces resistomycificus	NCBITaxon:67356	http://www.wikidata.org/entity/Q26292165	10.1021/JA0390698	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces resistomycificus	NCBITaxon:67356	http://www.wikidata.org/entity/Q26292165	10.1021/JO01284A072	http://www.wikidata.org/entity/Q104908666
ABLACSIRCKEUOB-UHFFFAOYSA-N	Streptomyces variabilis	NCBITaxon:67372	http://www.wikidata.org/entity/Q26293164	10.7164/ANTIBIOTICS.38.113	http://www.wikidata.org/entity/Q104908666
ABRCNJSDUYUPRX-YXTQZPCGSA-N	Nostoc	NCBITaxon:1177	http://www.wikidata.org/entity/Q311257	10.3390/MD14010021	http://www.wikidata.org/entity/Q105091179
ABYMZHOAONVEQS-VROXFSQNSA-N	Archangium	NCBITaxon:47	http://www.wikidata.org/entity/Q5702658	10.1002/JLAC.199619960617	http://www.wikidata.org/entity/Q75063328
ABZLAAWMNHBHEK-GCYRPIBMSA-N	Nodularia	NCBITaxon:159191	http://www.wikidata.org/entity/Q148757	10.1002/ANIE.202015105	http://www.wikidata.org/entity/Q113959245
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium thiersii	NCBITaxon:116978	http://www.wikidata.org/entity/Q22285884	10.1021/OL026424A	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Aspergillus foveolatus	NCBITaxon:210207	http://www.wikidata.org/entity/Q10419987	10.1248/CPB.37.1387	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium miczynskii	NCBITaxon:36645	http://www.wikidata.org/entity/Q10622988	10.1016/0040-4020(95)00138-X	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Claviceps paspali	NCBITaxon:40601	http://www.wikidata.org/entity/Q10454861	10.1021/JF902208W	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Emericella desertorum	NCBITaxon:41728	http://www.wikidata.org/entity/Q10482178	10.1016/B978-0-12-179760-7.50023-1	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Emericella desertorum	NCBITaxon:41728	http://www.wikidata.org/entity/Q10482178	10.1039/P19870001735	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Emericella desertorum	NCBITaxon:41728	http://www.wikidata.org/entity/Q10482178	10.1039/P19880001689	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Emericella desertorum	NCBITaxon:41728	http://www.wikidata.org/entity/Q10482178	10.1248/CPB.37.1387	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Lolium perenne	NCBITaxon:4522	http://www.wikidata.org/entity/Q161722	10.1016/S0031-9422(00)82327-4	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Aspergillus striatus	NCBITaxon:469280	http://www.wikidata.org/entity/Q59505511	10.1248/CPB.34.2411	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Aspergillus striatus	NCBITaxon:469280	http://www.wikidata.org/entity/Q59505511	10.1248/CPB.37.1387	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium camemberti	NCBITaxon:5075	http://www.wikidata.org/entity/Q1709823	10.1021/NP400304Q	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1016/B978-0-12-179760-7.50024-3	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1016/S0003-2670(00)82471-X	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1016/S0031-9422(00)82327-4	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1016/S0031-9422(00)89639-9	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1016/S0040-4039(00)75170-7	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1021/JO00124A016	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1021/NP50005A017	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1046/J.1365-2958.2001.02265.X	http://www.wikidata.org/entity/Q10860377
ACNHBCIZLNNLRS-UBGQALKQSA-N	Penicillium paxilli	NCBITaxon:70109	http://www.wikidata.org/entity/Q10623024	10.1248/CPB.55.1383	http://www.wikidata.org/entity/Q10860377
ACSDUXDWMODDMW-QWICZQNUSA-N	Streptomyces albus	NCBITaxon:1888	http://www.wikidata.org/entity/Q7623378	10.1039/D1OB01759D	http://www.wikidata.org/entity/Q113959009
ACTOXUHEUCPTEW-JMRHEKERSA-N	Streptomyces ambofaciens	NCBITaxon:1889	http://www.wikidata.org/entity/Q22286894	10.1016/0141-0229(82)90005-9	http://www.wikidata.org/entity/Q110186356
ACTOXUHEUCPTEW-JMRHEKERSA-N	Streptomyces ambofaciens	NCBITaxon:1889	http://www.wikidata.org/entity/Q22286894	10.1099/MIC.0.2007/009746-0	http://www.wikidata.org/entity/Q110186356
ACTOXUHEUCPTEW-JMRHEKERSA-N	Streptomyces albofaciens	NCBITaxon:66866	http://www.wikidata.org/entity/Q22286846	10.1139/M95-021	http://www.wikidata.org/entity/Q110186356
ADBVWUJBUGOHJH-UHFFFAOYSA-N	Actinomyces	NCBITaxon:1654	http://www.wikidata.org/entity/Q312213	10.1021/NP800286D	http://www.wikidata.org/entity/Q77568074
ADBVWUJBUGOHJH-UHFFFAOYSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.1007/S12539-013-0200-Y	http://www.wikidata.org/entity/Q77568074
ADBVWUJBUGOHJH-UHFFFAOYSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.1021/NP500362P	http://www.wikidata.org/entity/Q77568074
ADBVWUJBUGOHJH-UHFFFAOYSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.1038/SREP42382	http://www.wikidata.org/entity/Q77568074
ADNHOQYEDVQAGD-XYFJCUIBSA-N	Archangium gephyra	NCBITaxon:48	http://www.wikidata.org/entity/Q25839114	10.1002/ANIE.200460147	http://www.wikidata.org/entity/Q77501663
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Dryopteris assimilis	NCBITaxon:1091245	http://www.wikidata.org/entity/Q55848413	10.1055/S-2007-969987	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Aphanizomenon	NCBITaxon:1175	http://www.wikidata.org/entity/Q309515	10.1248/YAKUSHI1947.101.9_852	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Oscillatoria amoena	NCBITaxon:1296353	http://www.wikidata.org/entity/Q104374909	10.1248/YAKUSHI1947.101.9_852	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Centaurea scabiosa	NCBITaxon:145517	http://www.wikidata.org/entity/Q1569852	10.1016/0031-9422(71)85104-X	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Uloma tenebrionoides	NCBITaxon:1470721	http://www.wikidata.org/entity/Q21304638	10.1007/BF00989557	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Nothomyrmecia macrops	NCBITaxon:147889	http://www.wikidata.org/entity/Q1207403	10.1007/BF01941041	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Oscillatoria geminata	NCBITaxon:1521554	http://www.wikidata.org/entity/Q104374910	10.1248/YAKUSHI1947.101.9_852	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Jaaginema geminatum	NCBITaxon:1521554	http://www.wikidata.org/entity/Q67386383	10.1248/YAKUSHI1947.101.9_852	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Pelargonium endlicherianum	NCBITaxon:158596	http://www.wikidata.org/entity/Q15264589	10.1055/S-2006-960872	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Dryopteris spinulosa	NCBITaxon:1663599	http://www.wikidata.org/entity/Q87602492	10.1055/S-2007-969987	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Patrinia villosa	NCBITaxon:183944	http://www.wikidata.org/entity/Q7232335	10.1016/J.JPBA.2008.08.004	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Saussurea involucrata	NCBITaxon:200489	http://www.wikidata.org/entity/Q15224177	10.1080/10412905.1992.9698080	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Zanthoxylum zanthoxyloides	NCBITaxon:2099548	http://www.wikidata.org/entity/Q9097481	10.1021/NP50046A035	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Microcoleus amoenus	NCBITaxon:212355	http://www.wikidata.org/entity/Q67359928	10.1248/YAKUSHI1947.101.9_852	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Dryopteris carthusiana	NCBITaxon:239555	http://www.wikidata.org/entity/Q523210	10.1055/S-2007-969987	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Dryopteris expansa	NCBITaxon:239563	http://www.wikidata.org/entity/Q937406	10.1055/S-2007-969987	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Morina persica	NCBITaxon:242164	http://www.wikidata.org/entity/Q14594634	10.1080/10412905.1998.9700856	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Dryopteris filix-mas	NCBITaxon:3289	http://www.wikidata.org/entity/Q322994	10.1055/S-2007-969987	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Cirsium dipsacolepis	NCBITaxon:3366973	http://www.wikidata.org/entity/Q5708931	10.1016/S0031-9422(00)81427-2	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Aloe vera	NCBITaxon:34199	http://www.wikidata.org/entity/Q80079	10.1271/BBB.57.1350	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Oscillatoria splendida	NCBITaxon:358560	http://www.wikidata.org/entity/Q104374907	10.1248/YAKUSHI1947.101.9_852	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Geitlerinema splendidum	NCBITaxon:358560	http://www.wikidata.org/entity/Q67357897	10.1248/YAKUSHI1947.101.9_852	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Centaurea sinaica	NCBITaxon:3770125	http://www.wikidata.org/entity/Q15570139	10.1016/S0031-9422(00)95203-8	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Osteospermum auriculatum	NCBITaxon:3859064	http://www.wikidata.org/entity/Q65929738	10.1016/0031-9422(83)80102-2	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Cirsium arvense	NCBITaxon:41550	http://www.wikidata.org/entity/Q341600	10.1021/JF00048A056	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Cirsium arvense	NCBITaxon:41550	http://www.wikidata.org/entity/Q341600	10.1021/JF00083A034	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Arctium lappa	NCBITaxon:4217	http://www.wikidata.org/entity/Q26932	10.1271/NOGEIKAGAKU1924.59.389	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Hamamelis virginiana	NCBITaxon:4397	http://www.wikidata.org/entity/Q913129	10.1055/S-2006-957420	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Nelumbo lutea	NCBITaxon:4431	http://www.wikidata.org/entity/Q468996	10.1080/10412905.1991.9697932	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Nelumbo nucifera	NCBITaxon:4432	http://www.wikidata.org/entity/Q16528	10.1080/10412905.1991.9697932	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Oryza sativa	NCBITaxon:4530	http://www.wikidata.org/entity/Q161426	10.1016/J.RENENE.2017.12.012	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Allium ampeloprasum	NCBITaxon:4681	http://www.wikidata.org/entity/Q148995	10.1080/10412905.1991.9697935	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Tribolium castaneum	NCBITaxon:7070	http://www.wikidata.org/entity/Q837947	10.1271/BBB1961.39.2207	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Tribolium confusum	NCBITaxon:7071	http://www.wikidata.org/entity/Q4501895	10.1271/BBB1961.39.2207	http://www.wikidata.org/entity/Q27104917
ADOBXTDBFNCOBN-UHFFFAOYSA-N	Caulocystis cephalornithos	NCBITaxon:97150	http://www.wikidata.org/entity/Q29146806	10.1016/J.BSE.2006.03.004	http://www.wikidata.org/entity/Q27104917
ADTVCAUSELVFML-UHFFFAOYSA-N	Neophyllis melacarpa	NCBITaxon:111619	http://www.wikidata.org/entity/Q15013366	10.1071/CH9801153	http://www.wikidata.org/entity/Q104394061
ADTVCAUSELVFML-UHFFFAOYSA-N	Cladonia grayi	NCBITaxon:27339	http://www.wikidata.org/entity/Q3678889	10.1016/0147-5975(92)90041-O	http://www.wikidata.org/entity/Q104394061
AENZSPQGLJVLND-VWYCJHECSA-N	Hypomontagnella monticulosa	NCBITaxon:2487000	http://www.wikidata.org/entity/Q104866927	10.1021/ACS.JNATPROD.7B00714	http://www.wikidata.org/entity/Q104910244
AENZSPQGLJVLND-VWYCJHECSA-N	Sporothrix	NCBITaxon:29907	http://www.wikidata.org/entity/Q7579281	10.7164/ANTIBIOTICS.47.113	http://www.wikidata.org/entity/Q104910244
AENZSPQGLJVLND-VWYCJHECSA-N	Hypoxylon monticulosum	NCBITaxon:326669	http://www.wikidata.org/entity/Q10530727	10.1021/ACS.JNATPROD.7B00714	http://www.wikidata.org/entity/Q104910244
AETFMNMHSCDWEO-UHFFFAOYSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.1038/S41429-020-0342-1	http://www.wikidata.org/entity/Q110169072
AFBSGQPOTIOCSW-UHFFFAOYSA-N	Vibrio	NCBITaxon:662	http://www.wikidata.org/entity/Q753490	10.1021/JA5019942	http://www.wikidata.org/entity/Q110169786
AFMLAWKHRYYCHM-WFLPEEADSA-N	Sorangium cellulosum	NCBITaxon:56	http://www.wikidata.org/entity/Q2523108	10.1002/EJOC.201403353	http://www.wikidata.org/entity/Q104911332
AFMYMMXSQGUCBK-AKMKHHNQSA-N	Micromonospora aurantiaca	NCBITaxon:47850	http://www.wikidata.org/entity/Q25863842	10.7164/ANTIBIOTICS.43.1000	http://www.wikidata.org/entity/Q5319198
AFMYMMXSQGUCBK-AKMKHHNQSA-N	Micromonospora chersina	NCBITaxon:47854	http://www.wikidata.org/entity/Q25863886	10.1021/JA00037A011	http://www.wikidata.org/entity/Q5319198
AFMYMMXSQGUCBK-AKMKHHNQSA-N	Micromonospora chersina	NCBITaxon:47854	http://www.wikidata.org/entity/Q25863886	10.1111/J.1574-6968.2008.01112.X	http://www.wikidata.org/entity/Q5319198
AFMYMMXSQGUCBK-AKMKHHNQSA-N	Micromonospora chersina	NCBITaxon:47854	http://www.wikidata.org/entity/Q25863886	10.7164/ANTIBIOTICS.42.1449	http://www.wikidata.org/entity/Q5319198
AFMYMMXSQGUCBK-AKMKHHNQSA-N	Micromonospora chersina	NCBITaxon:47854	http://www.wikidata.org/entity/Q25863886	10.7164/ANTIBIOTICS.44.1300	http://www.wikidata.org/entity/Q5319198
AFMYMMXSQGUCBK-AKMKHHNQSA-N	Micromonospora globosa	NCBITaxon:47863	http://www.wikidata.org/entity/Q104396946	10.7164/ANTIBIOTICS.43.1000	http://www.wikidata.org/entity/Q5319198
AFWTZXXDGQBIKW-DZESRJJCSA-N	Bacillus	NCBITaxon:1386	http://www.wikidata.org/entity/Q212032	10.1080/00021369.1969.10859409	http://www.wikidata.org/entity/Q104911599
AFWTZXXDGQBIKW-DZESRJJCSA-N	Bacillus velezensis	NCBITaxon:492670	http://www.wikidata.org/entity/Q62873335	10.1128/JB.186.4.1084-1096.2004	http://www.wikidata.org/entity/Q104911599
AGJUUQSLGVCRQA-SWOUQTJZSA-N	Streptomyces	NCBITaxon:1883	http://www.wikidata.org/entity/Q1144013	10.1021/ACSCHEMBIO.9B00270	http://www.wikidata.org/entity/Q7165030
AGJUUQSLGVCRQA-SWOUQTJZSA-N	Streptomyces cellulosae	NCBITaxon:1968	http://www.wikidata.org/entity/Q22287083	10.1021/JA00217A041	http://www.wikidata.org/entity/Q7165030
AGJUUQSLGVCRQA-SWOUQTJZSA-N	Streptomyces cellulosae	NCBITaxon:1968	http://www.wikidata.org/entity/Q22287083	10.7164/ANTIBIOTICS.42.577	http://www.wikidata.org/entity/Q7165030
AGKSYPMAQRUJJY-RNLVMQRLSA-N	Monocillium nordinii	NCBITaxon:2075171	http://www.wikidata.org/entity/Q10588460	10.1139/M80-133	http://www.wikidata.org/entity/Q113958969
AGKSYPMAQRUJJY-RNLVMQRLSA-N	Niesslia nordinii	NCBITaxon:3412472	http://www.wikidata.org/entity/Q104884906	10.1139/M80-133	http://www.wikidata.org/entity/Q113958969
AHDUXXXZGSWYHF-IXGGKXOYSA-N	Salinispora arenicola	NCBITaxon:168697	http://www.wikidata.org/entity/Q16992378	10.1021/JA711188X	http://www.wikidata.org/entity/Q77505874
AHMZTHYNOXWCBS-PCUVAHMGSA-N	Staphylococcus gallinarum	NCBITaxon:1293	http://www.wikidata.org/entity/Q7600409	10.1111/J.1432-1033.1988.TB14344.X-I2	http://www.wikidata.org/entity/Q104912337
AHMZTHYNOXWCBS-PCUVAHMGSA-N	Staphylococcus gallinarum	NCBITaxon:1293	http://www.wikidata.org/entity/Q7600409	10.1111/J.1574-6968.1989.TB03056.X	http://www.wikidata.org/entity/Q104912337
AHOIPAFUOXGGQB-UHFFFAOYSA-N	Streptomyces alboniger	NCBITaxon:132473	http://www.wikidata.org/entity/Q7623377	10.1038/JA.2005.98	http://www.wikidata.org/entity/Q77279436
AIECUUXSLHXKBY-UFUPEUMYSA-N	Pseudomonas aeruginosa	NCBITaxon:287	http://www.wikidata.org/entity/Q31856	10.1002/ANIE.201809981	http://www.wikidata.org/entity/Q113958880
AIECUUXSLHXKBY-UFUPEUMYSA-N	Pseudomonas aeruginosa	NCBITaxon:287	http://www.wikidata.org/entity/Q31856	10.1021/ACS.ORGLETT.9B01383	http://www.wikidata.org/entity/Q113958880
AINNQKIVZOTQBB-KGLIPLIRSA-N	Pseudomonas fluorescens	NCBITaxon:294	http://www.wikidata.org/entity/Q135292	10.1016/S0040-4039(00)82345-X	http://www.wikidata.org/entity/Q75068666
AINNQKIVZOTQBB-KGLIPLIRSA-N	Pseudomonas fluorescens	NCBITaxon:294	http://www.wikidata.org/entity/Q135292	10.1021/JO00350A010	http://www.wikidata.org/entity/Q75068666
AINNQKIVZOTQBB-KGLIPLIRSA-N	Pseudomonas fluorescens	NCBITaxon:294	http://www.wikidata.org/entity/Q135292	10.1038/NCOMMS15935	http://www.wikidata.org/entity/Q75068666
AINNQKIVZOTQBB-KGLIPLIRSA-N	Pseudomonas fluorescens	NCBITaxon:294	http://www.wikidata.org/entity/Q135292	10.1039/P19920000103	http://www.wikidata.org/entity/Q75068666
